Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (UTC),Year,Month,Day,Time (UTC),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/19/2021 22:00,2021,5,19,22:00,13.7,,3.2,,49,,0,,2,,6,,,,101.14,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/19/2021 23:00,2021,5,19,23:00,16.6,,5.1,,47,,0,,13,,5,,,,101.06,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 0:00,2021,5,20,0:00,16.3,,1.3,,36,,0,,35,,4,,,,100.97,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 1:00,2021,5,20,1:00,15.7,,2.5,,41,,0,,35,,8,,,,100.98,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 2:00,2021,5,20,2:00,12.6,,4.7,,59,,0,,2,,4,,,,101.01,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 3:00,2021,5,20,3:00,11,,5.3,,68,,0,,15,,5,,,,101.03,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 4:00,2021,5,20,4:00,8.8,,5.7,,81,,0,,9,,2,,,,101.06,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 5:00,2021,5,20,5:00,7.9,,6.2,,89,,0,,3,,6,,,,101.09,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 6:00,2021,5,20,6:00,6.3,,5.3,,93,,0,,35,,2,,,,101.13,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 7:00,2021,5,20,7:00,6.2,,5.1,,93,,0,,4,,2,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 8:00,2021,5,20,8:00,6.2,,5.3,,94,,0,,12,,2,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 9:00,2021,5,20,9:00,5.5,,4.9,,95,,0,,4,,3,,,,101.15,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 10:00,2021,5,20,10:00,5.6,,4.9,,96,,0,,2,,3,,,,101.15,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 11:00,2021,5,20,11:00,4,,3.4,,96,,0,,5,,1,,,,101.17,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 12:00,2021,5,20,12:00,3.5,,3.1,,97,,0,,14,,2,,,,101.18,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 13:00,2021,5,20,13:00,2.9,,2.4,,97,,0,,34,,1,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 14:00,2021,5,20,14:00,5.3,,4.3,,93,,0,,4,,3,,,,101.25,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 15:00,2021,5,20,15:00,8.2,,5.1,,81,,0,,35,,5,,,,101.25,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 16:00,2021,5,20,16:00,11.2,,5.1,,66,,0,,35,,5,,,,101.22,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 17:00,2021,5,20,17:00,13.3,,4.4,,55,,0,,17,,4,,,,101.18,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 18:00,2021,5,20,18:00,15.1,,5.2,,52,,0,,16,,11,,,,101.13,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 19:00,2021,5,20,19:00,16.6,,5.8,,49,,0,,17,,16,,,,101.1,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 20:00,2021,5,20,20:00,16.1,,5.4,,49,,0,,17,,12,,,,101.08,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 21:00,2021,5,20,21:00,16.6,,5.5,,48,,0,,15,,13,,,,101.05,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 22:00,2021,5,20,22:00,17.5,,6.8,,49,,0,,16,,13,,,,101.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/20/2021 23:00,2021,5,20,23:00,19.6,,6.5,,42,,0,,16,,13,,,,101.02,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 0:00,2021,5,21,0:00,17.5,,5.7,,46,,0,,13,,10,,,,101,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 1:00,2021,5,21,1:00,19.3,,5.3,,40,,0,,15,,10,,,,101,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 2:00,2021,5,21,2:00,18.2,,5.1,,42,,0,,15,,10,,,,101,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 3:00,2021,5,21,3:00,14.7,,6,,56,,0,,24,,3,,,,101.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 4:00,2021,5,21,4:00,12,,6.7,,70,,0,,,,0,,,,101.13,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 5:00,2021,5,21,5:00,10,,6.5,,79,,0,,9,,3,,,,101.19,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 6:00,2021,5,21,6:00,9.5,,6.6,,82,,0,,5,,2,,,,101.24,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 7:00,2021,5,21,7:00,7.5,,6,,90,,0,,,,0,,,,101.3,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 8:00,2021,5,21,8:00,6.6,,5.3,,91,,0,,1,,2,,,,101.36,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 9:00,2021,5,21,9:00,6.2,,4.4,,88,,0,,0,,1,,,,101.41,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 10:00,2021,5,21,10:00,5.1,,3.8,,92,,0,,36,,1,,,,101.46,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 11:00,2021,5,21,11:00,4.9,,3.7,,92,,0,,2,,3,,,,101.51,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 12:00,2021,5,21,12:00,4.3,,3.1,,92,,0,,1,,1,,,,101.54,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 13:00,2021,5,21,13:00,4.3,,3.3,,93,,0,,2,,1,,,,101.55,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 14:00,2021,5,21,14:00,5.9,,4.1,,88,,0,,33,,2,,,,101.58,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 15:00,2021,5,21,15:00,10,,4.9,,71,,0,,27,,2,,,,101.59,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 16:00,2021,5,21,16:00,12.6,,5.2,,61,,0,,,,0,,,,101.56,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 17:00,2021,5,21,17:00,14.9,,3.8,,48,,0,,18,,3,,,,101.51,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 18:00,2021,5,21,18:00,16.7,,4.5,,44,,0,,18,,15,,,,101.47,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 19:00,2021,5,21,19:00,17.1,,6,,48,,0,,16,,16,,,,101.45,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 20:00,2021,5,21,20:00,18,,6.5,,47,,0,,16,,17,,,,101.39,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 21:00,2021,5,21,21:00,18.9,,7.3,,47,,0,,16,,17,,,,101.33,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 22:00,2021,5,21,22:00,19.4,,7.1,,45,,0,,16,,17,,,,101.28,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/21/2021 23:00,2021,5,21,23:00,19.9,,7.9,,46,,0,,14,,14,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 0:00,2021,5,22,0:00,19.5,,7.9,,47,,0,,15,,12,,,,101.21,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 1:00,2021,5,22,1:00,19.2,,7.4,,46,,0,,16,,11,,,,101.22,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 2:00,2021,5,22,2:00,18.3,,7.5,,49,,0,,17,,9,,,,101.26,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 3:00,2021,5,22,3:00,16.3,,7.8,,57,,0,,16,,8,,,,101.28,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 4:00,2021,5,22,4:00,13.2,,8.3,,72,,0,,10,,1,,,,101.34,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 5:00,2021,5,22,5:00,11.1,,8.5,,84,,0,,4,,1,,,,101.42,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 6:00,2021,5,22,6:00,9.9,,7.9,,87,,0,,3,,5,,,,101.48,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 7:00,2021,5,22,7:00,8.9,,7.4,,90,,0,,4,,2,,,,101.5,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 8:00,2021,5,22,8:00,8.2,,6.7,,90,,0,,5,,1,,,,101.53,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 9:00,2021,5,22,9:00,7.7,,5.9,,88,,0,,2,,1,,,,101.55,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 10:00,2021,5,22,10:00,6.8,,5,,88,,0,,,,0,,,,101.54,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 11:00,2021,5,22,11:00,5.8,,4.1,,88,,0,,0,,1,,,,101.55,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 12:00,2021,5,22,12:00,5.9,,4.1,,88,,0,,3,,2,,,,101.54,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 13:00,2021,5,22,13:00,5.6,,4,,90,,0,,5,,2,,,,101.53,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 14:00,2021,5,22,14:00,7.5,,4.4,,81,,0,,4,,2,,,,101.51,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 15:00,2021,5,22,15:00,10.8,,5.4,,69,,0,,33,,3,,,,101.48,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 16:00,2021,5,22,16:00,13.6,,4.7,,55,,0,,34,,3,,,,101.42,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 17:00,2021,5,22,17:00,15.8,,4,,45,,0,,18,,10,,,,101.34,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 18:00,2021,5,22,18:00,17.5,,5.1,,44,,0,,18,,13,,,,101.26,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 19:00,2021,5,22,19:00,18.6,,5.6,,42,,0,,16,,14,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 20:00,2021,5,22,20:00,20.3,,8,,45,,0,,18,,18,,,,101.03,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 21:00,2021,5,22,21:00,20.7,,7.5,,43,,0,,17,,18,,,,100.93,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 22:00,2021,5,22,22:00,21.1,,8.9,,46,,0,,17,,12,,,,100.85,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/22/2021 23:00,2021,5,22,23:00,20.3,,8.4,,46,,0,,16,,10,,,,100.78,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 0:00,2021,5,23,0:00,20.9,,8.9,,46,,0,,17,,15,,,,100.73,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 1:00,2021,5,23,1:00,20.6,,9.2,,48,,0,,16,,10,,,,100.72,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 2:00,2021,5,23,2:00,18.4,,9.5,,56,,0,,17,,8,,,,100.75,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 3:00,2021,5,23,3:00,16.5,,10.2,,66,,0,,21,,4,,,,100.76,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 4:00,2021,5,23,4:00,15.4,,10.5,,73,,0,,13,,3,,,,100.77,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 5:00,2021,5,23,5:00,14.9,,10.7,,76,,0,,15,,4,,,,100.86,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 6:00,2021,5,23,6:00,13.6,,10.7,,82,,0,,5,,2,,,,100.88,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 7:00,2021,5,23,7:00,13.3,,10.6,,84,,0,,9,,2,,,,100.92,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 8:00,2021,5,23,8:00,12.6,,10.3,,86,,0,,4,,2,,,,100.93,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 9:00,2021,5,23,9:00,12.3,,10.5,,89,,0,,6,,1,,,,100.91,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 10:00,2021,5,23,10:00,11.6,,9.7,,88,,0,,0,,1,,,,100.91,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 11:00,2021,5,23,11:00,10.9,,9.3,,90,,0,,5,,1,,,,100.91,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 12:00,2021,5,23,12:00,10.4,,9.2,,92,,0,,,,0,,,,100.9,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 13:00,2021,5,23,13:00,10.8,,9.2,,90,,0,,4,,2,,,,100.94,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 14:00,2021,5,23,14:00,11.9,,9.8,,87,,0,,0,,1,,,,100.95,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 15:00,2021,5,23,15:00,13,,10.8,,86,,0,,,,0,,,,101,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 16:00,2021,5,23,16:00,14.2,,9,,71,,0,,0,,1,,,,101,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 17:00,2021,5,23,17:00,15.6,,10.4,,71,,0,,18,,4,,,,100.98,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 18:00,2021,5,23,18:00,17.1,,9.8,,62,,0,,14,,9,,,,100.94,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 19:00,2021,5,23,19:00,16.9,,10,,64,,0,,14,,10,,,,100.92,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 20:00,2021,5,23,20:00,16.3,,10.2,,67,,0,,14,,13,,,,100.92,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 21:00,2021,5,23,21:00,17.4,,10.3,,63,,0,,15,,14,,,,100.87,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 22:00,2021,5,23,22:00,16.7,,10.5,,67,,0,,14,,12,,,,100.85,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/23/2021 23:00,2021,5,23,23:00,16.6,,10.6,,68,,0,,13,,10,,,,100.82,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 0:00,2021,5,24,0:00,16.6,,11,,69,,0,,14,,10,,,,100.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 1:00,2021,5,24,1:00,15.2,,10.5,,73,,0,,14,,9,,,,100.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 2:00,2021,5,24,2:00,15,,10.6,,75,,0,,14,,11,,,,100.82,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 3:00,2021,5,24,3:00,14.5,,10.5,,77,,0,,16,,9,,,,100.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 4:00,2021,5,24,4:00,13.9,,10.3,,79,,0,,14,,4,,,,100.79,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 5:00,2021,5,24,5:00,13.8,,10.5,,80,,0,,15,,7,,,,100.82,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 6:00,2021,5,24,6:00,13.9,,10.5,,80,,0,,14,,4,,,,100.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 7:00,2021,5,24,7:00,13.3,,10.5,,83,,0,,27,,1,,,,100.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 8:00,2021,5,24,8:00,13,,10.7,,86,,0,,,,0,,,,100.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 9:00,2021,5,24,9:00,12.6,,10.8,,89,,0,,0,,1,,,,100.8,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 10:00,2021,5,24,10:00,13.2,,10.7,,85,,0,,13,,3,,,,100.8,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 11:00,2021,5,24,11:00,13.1,,10.6,,84,,0,,15,,4,,,,100.79,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 12:00,2021,5,24,12:00,12.3,,11,,92,,0,,14,,5,,,,100.78,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 13:00,2021,5,24,13:00,12.3,,10.8,,91,,0,,15,,5,,,,100.8,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 14:00,2021,5,24,14:00,12.1,,10.6,,90,,0,,14,,5,,,,100.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 15:00,2021,5,24,15:00,12.2,,10.4,,88,,0,,14,,6,,,,100.81,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 16:00,2021,5,24,16:00,12.3,,10,,86,,0,,15,,7,,,,100.85,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 17:00,2021,5,24,17:00,12.8,,10,,83,,0,,17,,11,,,,100.88,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 18:00,2021,5,24,18:00,13.2,,10,,81,,0,,16,,9,,,,100.9,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 19:00,2021,5,24,19:00,13.6,,9.7,,77,,0,,15,,9,,,,100.92,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 20:00,2021,5,24,20:00,14.3,,9.7,,74,,0,,15,,10,,,,100.93,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 21:00,2021,5,24,21:00,14.1,,9.7,,75,,0,,14,,10,,,,100.94,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 22:00,2021,5,24,22:00,14.5,,9.9,,74,,0,,17,,13,,,,100.95,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/24/2021 23:00,2021,5,24,23:00,13.4,,9.8,,79,,0,,15,,16,,,,100.96,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 0:00,2021,5,25,0:00,13.6,,10.1,,80,,0,,15,,14,,,,100.97,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 1:00,2021,5,25,1:00,13.1,,10,,82,,0,,16,,14,,,,100.97,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 2:00,2021,5,25,2:00,13.2,,10,,81,,0,,14,,7,,,,100.98,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 3:00,2021,5,25,3:00,13,,10.2,,83,,0,,15,,5,,,,100.99,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 4:00,2021,5,25,4:00,12.5,,10.4,,87,,0,,14,,3,,,,101.01,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 5:00,2021,5,25,5:00,12.2,,10.6,,90,,0,,17,,1,,,,101.06,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 6:00,2021,5,25,6:00,12,,10.7,,91,,0,,0,,1,,,,101.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 7:00,2021,5,25,7:00,11.9,,10.9,,93,,0,,,,0,,,,101.09,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 8:00,2021,5,25,8:00,11.8,,11,,95,,0,,,,0,,,,101.09,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 9:00,2021,5,25,9:00,11.6,,11.1,,97,,0.3,,,,0,,,,101.08,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 10:00,2021,5,25,10:00,11.6,,11.1,,97,,0.2,,0,,1,,,,101.08,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 11:00,2021,5,25,11:00,11.4,,10.9,,97,,0,,31,,1,,,,101.08,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 12:00,2021,5,25,12:00,11.2,,10.8,,97,,0,,34,,2,,,,101.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 13:00,2021,5,25,13:00,11.1,,10.6,,97,,0,,30,,1,,,,101.09,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 14:00,2021,5,25,14:00,11.3,,10.7,,96,,0,,31,,3,,,,101.13,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 15:00,2021,5,25,15:00,12,,11,,93,,0,,0,,1,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 16:00,2021,5,25,16:00,13.4,,11.1,,86,,0,,12,,2,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 17:00,2021,5,25,17:00,15.8,,10.9,,73,,0,,18,,9,,,,101.16,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 18:00,2021,5,25,18:00,16.2,,10.7,,70,,0,,16,,8,,,,101.14,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 19:00,2021,5,25,19:00,16.3,,10.1,,67,,0,,16,,14,,,,101.12,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 20:00,2021,5,25,20:00,16.8,,8.8,,59,,0,,15,,13,,,,101.08,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 21:00,2021,5,25,21:00,19.2,,10.2,,56,,0,,15,,12,,,,101.06,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 22:00,2021,5,25,22:00,19.1,,9.8,,55,,0,,16,,14,,,,101.04,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/25/2021 23:00,2021,5,25,23:00,18.4,,9.1,,55,,0,,16,,11,,,,101.03,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 0:00,2021,5,26,0:00,18.6,,8.5,,52,,0,,16,,10,,,,101.05,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 1:00,2021,5,26,1:00,18.1,,8.9,,55,,0,,14,,9,,,,101.06,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 2:00,2021,5,26,2:00,17.6,,8.6,,55,,0,,14,,7,,,,101.07,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 3:00,2021,5,26,3:00,16.8,,8.3,,57,,0,,14,,9,,,,101.11,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 4:00,2021,5,26,4:00,15.7,,9.9,,68,,0,,13,,8,,,,101.14,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 5:00,2021,5,26,5:00,14.4,,11.2,,81,,0,,14,,9,,,,101.2,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 6:00,2021,5,26,6:00,14,,11.1,,82,,0,,20,,5,,,,101.23,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 7:00,2021,5,26,7:00,13.3,,11.5,,89,,0,,6,,2,,,,101.26,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 8:00,2021,5,26,8:00,12.5,,10.5,,88,,0,,0,,1,,,,101.25,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 9:00,2021,5,26,9:00,12.8,,10.5,,86,,0,,15,,7,,,,101.28,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 10:00,2021,5,26,10:00,12.1,,11.1,,94,,0.2,,22,,3,,,,101.31,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 11:00,2021,5,26,11:00,11.9,,11,,94,,0.1,,2,,2,,,,101.32,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 12:00,2021,5,26,12:00,12.2,,9.7,,85,,0,,15,,7,,,,101.31,,,,,,NA
-123.16,49.78,SQUAMISH AIRPORT,10476F0,5/26/2021 13:00,2021,5,26,13:00,12.5,,9,,79,,0,,14,,9,,,,101.31,,,,,,NA
